prediction,price
4691.918921328800,2995
4842.450118787530,5995
4899.23825675416,2999
4997.516529503100,4499
4998.690366466880,4999
5102.829433318660,1699
5395.5512769357800,2499
5395.5512769357800,2999
5487.273799492360,5495
5487.273799492360,6500
5488.142371199590,4399
5492.956482398960,4999
5542.949566255880,30000
5557.7676820910500,3999
5561.005355674480,4999
5569.857554541590,5995
5569.857554541590,13995
5571.523237526550,2899
5576.299502243640,2999
5652.391605514340,7999
5693.307441356460,3599
5709.463737066450,1995
5709.463737066450,5999
5798.620345172020,2999
5815.199722124770,2999
5815.199722124770,7995
5839.79932859233,4999
5839.79932859233,5995
5873.811052779050,3987
5873.811052779050,5995
5883.662388445680,4999
5883.662388445680,5599
5895.902850877800,3995
5960.336860723320,2099
5960.336860723320,2999
5960.336860723320,3099
5960.336860723320,3399
5960.336860723320,4199
5960.336860723320,5499
5960.433967893960,2495
5960.433967893960,2999
5960.433967893960,3399
5978.309196576320,2999
5978.309196576320,7199
5998.7759186498400,1999
5998.7759186498400,2999
5998.7759186498400,3995
5998.7759186498400,4500
5998.7759186498400,5500
5998.985266716890,3199
6007.361779998640,5999
6022.025880211670,3799
6028.737015827700,1495
6028.737015827700,2199
6028.737015827700,2899
6031.108831892100,3900
6045.129732899380,10000
6077.342673777420,3999
6100.782217544460,5895
6113.941786277420,3999
6117.731747007010,3599
6136.421735707670,5499
6157.770761262210,3995
6157.770761262210,7295
6171.44670276208,6942
6186.100793679760,3499
6186.100793679760,3995
6186.100793679760,6999
6198.190666130300,2995
6219.79597769977,3999
6282.831558431290,4499
6282.831558431290,23899
6285.813665118100,2199
6310.461957631140,3899
6312.646892712410,3900
6312.646892712410,7999
6371.175029235590,2999
6379.63048902993,3495
6379.63048902993,3995
6379.63048902993,3995
6379.63048902993,4991
6379.63048902993,6000
6379.63048902993,6900
6379.63048902993,21995
6380.339603818800,2199
6380.339603818800,2699
6386.17162436208,4500
6402.677602320250,3900
6402.677602320250,3995
6416.030804454380,1995
6416.030804454380,2499
6416.030804454380,3299
6416.030804454380,4195
6416.030804454380,4999
6416.030804454380,4999
6416.030804454380,5999
6416.030804454380,8499
6428.120676904920,2999
6428.120676904920,2999
6439.897771523830,3699
6454.220497637600,5995
6454.220497637600,6295
6459.621660254490,2995
6459.621660254490,4495
6459.621660254490,6995
6471.70184463228,6495
6474.290427122620,5899
6490.581219867620,2999
6511.995500034400,2999
6519.20339245776,5995
6525.2195516815,1999
6525.2195516815,2499
6525.2195516815,2999
6525.2195516815,3399
6525.2195516815,4799
6525.2195516815,5999
6527.670533530010,7990
6527.845316462550,2999
6527.845316462550,3399
6527.845316462550,3699
6527.845316462550,3999
6527.845316462550,3999
6527.845316462550,3999
6527.845316462550,7800
6527.845316462550,7995
6543.191887534510,1999
6585.119373683790,2995
6585.119373683790,3995
6585.119373683790,5400
6585.119373683790,7999
6586.811463999210,1999
6586.811463999210,3499
6586.811463999210,3850
6586.811463999210,3999
6586.811463999210,3999
6586.811463999210,4599
6586.811463999210,4999
6597.470627354000,4999
6604.7837998522100,3999
6616.919439367540,4950
6616.919439367540,7500
6649.177329638890,4999
6649.177329638890,6999
6653.061067442090,6123
6672.021042767240,4995
6672.460896024180,7500
6672.460896024180,8500
6682.517330794550,2199
6682.517330794550,3999
6682.517330794550,5999
6693.435322934020,3999
6699.93926705981,4499
6709.160299935650,3955
6721.2501723861900,2499
6722.232343183100,4900
6741.925510809010,2750
6741.925510809010,3499
6741.925510809010,3995
6741.925510809010,3999
6741.925510809010,3999
6741.925510809010,3999
6741.925510809010,3999
6741.925510809010,4999
6741.925510809010,4999
6741.925510809010,4999
6741.925510809010,5299
6741.925510809010,5995
6741.925510809010,6499
6741.925510809010,6499
6741.925510809010,6599
6741.925510809010,6999
6748.772445526450,3950
6749.834279006900,2499
6776.230766092850,5099
6787.8302346101100,3999
6810.098122522930,4991
6854.902667387720,3495
6854.902667387720,4495
6854.902667387720,4495
6854.902667387720,4500
6854.902667387720,4995
6854.902667387720,5877
6854.902667387720,6495
6854.902667387720,6900
6854.902667387720,16995
6856.594757703140,2399
6856.594757703140,2995
6856.594757703140,2999
6856.594757703140,2999
6856.594757703140,2999
6856.594757703140,3199
6856.594757703140,3499
6856.594757703140,3599
6856.594757703140,3599
6856.594757703140,3995
6856.594757703140,3999
6856.594757703140,4499
6856.594757703140,4499
6856.594757703140,5199
