prediction,price
22518.866086796523,39997
21925.205353090165,18995
22301.14843885446,18995
21925.205353090165,19990
21925.205353090165,19495
18260.984250719022,14477
18481.63682688582,13679
11767.0723477803,12299
21696.49347713891,24290
21696.49347713891,24290
21696.49347713891,24291
21696.49347713891,24295
21696.49347713891,24295
21982.17912373744,24432
21696.49347713891,25221
21696.49347713891,25221
21696.49347713891,25221
21696.49347713891,25227
21696.49347713891,25227
21696.49347713891,25227
21982.17912373744,25364
21982.17912373744,25364
21982.17912373744,25364
22088.638169907117,25364
21696.49347713891,25778
21696.49347713891,25778
21696.49347713891,27187
22088.638169907117,24545
22088.638169907117,18613
22088.638169907117,25540
21982.17912373744,24319
21982.17912373744,24999
22201.79179923255,19195
21696.49347713891,20235
21804.12766774261,28300
22088.638169907117,19918
21696.49347713891,20047
21982.17912373744,28685
21696.49347713891,21580
12745.986099410376,6969
12437.564034459518,5990
14284.879781504556,17597
14210.166669617736,14998
14284.879781504556,16000
13976.457716553698,12599
22420.82036893736,25685
22088.638169907117,22165
9400.521129565517,6995
4762.857948037901,5900
12144.373503793639,7990
17439.84775857954,25090
17439.84775857954,25090
22184.026442625567,25375
27310.333890827096,19900
28101.114677311125,27130
27310.333890827096,22630
27310.333890827096,21410
27310.333890827096,22115
27310.333890827096,22630
27310.333890827096,22630
27427.048568696267,21410
27427.048568696267,23810
9400.521129565517,11256
6126.787548667852,7832
22518.866086796523,18541
22518.866086796523,18533
17309.51287843743,13000
19227.9672523702,14786
20197.243257938357,10997
20197.243257938357,12997
20197.243257938357,12301
20197.243257938357,11022
20197.243257938357,10997
20197.243257938357,10997
19538.064653111956,15495
19538.064653111956,17395
22201.79179923255,22975
22201.79179923255,22540
22187.751061936036,13942
22187.751061936036,17338
22187.751061936036,17338
22187.751061936036,19446
22187.751061936036,18997
22187.751061936036,15940
22187.751061936036,16467
22865.378219094633,20702
22865.378219094633,20949
22865.378219094633,22623
22865.378219094633,24415
22187.751061936036,14478
22187.751061936036,14478
22187.751061936036,16997
22580.867716930126,22065
22865.378219094633,20949
22184.026442625567,22515
22184.026442625567,22515
22184.026442625567,24415
22184.026442625567,24415
22184.026442625567,24540
22184.026442625567,25995
22184.026442625567,25995
22184.026442625567,26120
22184.026442625567,25995
22184.026442625567,26120
22187.751061936036,15940
22865.378219094633,18249
22865.378219094633,18249
22580.867716930126,24653
22978.531848420065,23952
22978.531848420065,24145
22978.531848420065,24500
22978.531848420065,24720
22978.531848420065,23625
22187.751061936036,25695
22978.531848420065,24490
22978.531848420065,24710
22978.531848420065,24710
22187.751061936036,25454
22187.751061936036,21010
22187.751061936036,21010
22187.751061936036,21010
22187.751061936036,25695
7598.833094071655,5995
16668.623707418323,16490
14068.798590870181,17995
13067.213212351648,11200
11014.708883937416,14999
16886.341355360386,14599
14435.744206703212,11679
14548.897836028642,11998
12144.373503793639,7995
9693.711660231396,6888
7514.091137077474,4994
14729.43763166183,18998
14430.347324297743,18225
14421.015566710972,10795
11677.16319248285,8997
7692.362581290088,7995
17309.51287843743,23988
17309.51287843743,20988
17313.237497747898,23095
17309.51287843743,20295
17313.237497747898,23095
17313.237497747898,15295
17713.167204418147,13664
17309.51287843743,15900
17826.32083374358,16998
17309.51287843743,13639
17608.603185801516,13650
14654.72451977501,14495
14421.015566710972,14998
14221.790148874996,9999
22745.532175205666,20323
22745.532175205666,19505
17414.04403002573,13797
14534.878475886046,13497
14434.071943608214,15411
14534.878475886046,13197
14654.72451977501,14679
17826.32083374358,19998
17533.890073914696,17250
17313.237497747898,19712
14580.108346765792,13978
17755.545306603795,19995
17872.259984472967,19995
17985.4136137984,13366
17985.4136137984,13599
17692.982853969515,17995
17767.695965856336,11995
17692.982853969515,17995
17692.982853969515,17995
17767.695965856336,15995
17767.695965856336,12990
14888.53041171665,14499
14813.81729982983,12499
14888.53041171665,12290
14888.53041171665,12250
14813.81729982983,17995
14221.790148874996,11995
14580.108346765792,13995
14580.108346765792,11500
14580.108346765792,14490
14580.108346765792,12998
11641.696816761885,9813
11540.890284484054,11500
17309.51287843743,18995
14430.347324297743,15988
14430.347324297743,16500
14430.347324297743,15888
14430.347324297743,15988
17309.51287843743,15788
17309.51287843743,16888
17472.330277802717,13990
14430.347324297743,16887
11836.25597253767,11950
14813.81729982983,18695
11761.54286065085,7499
30245.582595507534,19998
26041.250260489684,18599
22296.00597179449,17990
22296.00597179449,18648
21696.49347713891,30825
22088.638169907117,31620
21696.49347713891,17945
22088.638169907117,17945
21696.49347713891,18440
21696.49347713891,18440
21696.49347713891,18440
22088.638169907117,20015
22088.638169907117,21575
22088.638169907117,21575
21804.12766774261,17494
21804.12766774261,17494
21804.12766774261,17494
21804.12766774261,17494
21804.12766774261,17494
21804.12766774261,17494
21804.12766774261,19500
21804.12766774261,19500
21804.12766774261,19500
21804.12766774261,19501
21696.49347713891,20015
21696.49347713891,17945
21982.17912373744,17945
21982.17912373744,17945
21982.17912373744,17945
21982.17912373744,17945
21982.17912373744,20015
21982.17912373744,17945
21696.49347713891,20015
21982.17912373744,20015
21982.17912373744,20015
21982.17912373744,20015
21982.17912373744,17945
21982.17912373744,20015
21982.17912373744,20015
21982.17912373744,17945
21982.17912373744,17945
21982.17912373744,20015
21982.17912373744,20015
21982.17912373744,19990
21982.17912373744,20015
21982.17912373744,20015
21804.12766774261,19500
21982.17912373744,17945
21696.49347713891,19355
21696.49347713891,19355
21696.49347713891,19850
21982.17912373744,19355
21982.17912373744,19355
21982.17912373744,19355
21696.49347713891,19355
21982.17912373744,19355
21982.17912373744,26641
22907.75632128028,25265
22184.026442625567,26160
22184.026442625567,29765
22623.245819115775,25765
22623.245819115775,28795
22623.245819115775,28795
22623.245819115775,29295
22230.129164121685,25265
22230.129164121685,26160
22230.129164121685,26160
22230.129164121685,26160
22230.129164121685,29295
22230.129164121685,29295
22230.129164121685,26160
22230.129164121685,23885
22230.129164121685,23885
22230.129164121685,26160
22230.129164121685,29795
22907.75632128028,18886
22907.75632128028,19469
22907.75632128028,24653
22230.129164121685,18166
22230.129164121685,18166
22230.129164121685,18166
