prediction,price
3893.806145143510,2999
3917.0185593021200,2999
3917.0185593021200,3199
4265.750676796260,999
4805.246846340940,2499
4871.195903483600,4990
4948.814911059220,3399
5017.772265932770,2999
5039.040668039930,2495
5039.040668039930,2999
5039.040668039930,3599
5039.040668039930,3699
5039.040668039930,3750
5039.040668039930,4995
5039.872985549340,30000
5088.439887682380,4399
5168.534576913120,6400
5192.769845034000,2999
5192.769845034000,2999
5286.292353302160,7995
5311.043237897270,5995
5311.043237897270,5995
5403.175812503430,6999
5417.326273858270,3899
5424.569406448560,5499
5433.589295407130,5999
5439.18921278681,3499
5439.18921278681,5499
5442.469551484300,1999
5442.469551484300,7600
5473.463387974560,3999
5473.917182206590,6699
5474.106846853720,3899
5494.73179008172,2999
5496.333881373850,4991
5500.131858241610,2999
5515.5856614653700,3999
5517.574596127350,2999
5553.996188131170,5995
5559.472139907000,6999
5646.9445099431400,2995
5649.595180256240,3999
5655.674903877800,4999
5669.800190256850,2499
5669.800190256850,2599
5669.800190256850,2999
5669.800190256850,3499
5684.183342450830,5999
5693.310212009800,3999
5734.767014765470,3995
5776.476179834010,3900
5805.891507659820,2499
5805.891507659820,3399
5805.891507659820,3999
5805.891507659820,4199
5805.891507659820,4995
5805.891507659820,5250
5805.891507659820,5998
5805.891507659820,7999
5810.526674656470,5999
5817.547688339000,4999
5817.547688339000,5499
5818.233387296570,4800
5818.548848187120,5999
5821.6705683009000,2792
5821.6705683009000,4995
5837.11421033867,4495
5871.535684789550,4999
5877.68857943646,3199
5877.68857943646,3999
5877.68857943646,3999
5877.68857943646,4499
5877.68857943646,5999
5900.112796011480,5250
5908.172510541970,7900
5931.080509695830,4499
5932.487516165600,3995
5934.248562021620,6500
5936.028944603730,2999
5936.028944603730,3499
5936.028944603730,3499
5945.204889751450,4999
5946.721109672350,1999
5949.651880831130,4499
5958.972985984350,3295
5962.997054838540,3495
5988.051436505550,2199
6030.62606556119,6195
6032.851011962840,1780
6040.6053585756500,5899
6045.238178875,3299
6061.9739698126000,2995
6068.089936053710,4495
6074.655875977120,5900
6104.509105837860,3999
6107.967879850410,4999
6107.967879850410,6199
6138.46142603101,7495
6150.580911180250,5000
6193.1404774251600,5999
6199.729120220530,4999
6203.817678172050,8995
6209.416422591350,2999
6209.416422591350,3995
