prediction,price
12214.179135490000,899
9980.789249601870,999
10877.879211573200,1499
12510.473277140100,1499
18598.125335454400,1595
10460.014098813900,1599
11378.830857509800,1899
11926.855544180300,1899
13220.348652717100,1980
10004.08488486250,1999
10460.014098813900,1999
10877.879211573200,1999
10877.879211573200,1999
12933.025061407400,1999
10032.27467640370,2099
9980.789249601870,2199
10877.879211573200,2199
21897.135190599200,2200
10004.08488486250,2299
11698.346071298200,2395
10004.08488486250,2399
12223.614360255700,2399
14623.252168608800,2399
10004.08488486250,2495
10877.879211573200,2495
12833.629335147500,2497
9980.789249601870,2499
9980.789249601870,2499
10004.08488486250,2499
10460.014098813900,2499
10460.014098813900,2499
10853.562568552300,2499
12223.614360255700,2499
19308.057679189700,2499
10460.014098813900,2500
14623.252168608800,2500
9813.600966933410,2699
10747.337690123600,2699
10853.562568552300,2699
10877.879211573200,2699
12933.025061407400,2799
9980.789249601870,2899
10004.08488486250,2899
10004.08488486250,2899
10382.117384588500,2899
12997.425458582100,2980
10460.014098813900,2991
10004.08488486250,2993
10460.014098813900,2995
11667.99114033280,2995
11698.346071298200,2995
12200.188737052700,2995
12268.272186626100,2995
12710.101867272400,2995
12710.101867272400,2995
9980.789249601870,2999
9980.789249601870,2999
9980.789249601870,2999
9980.789249601870,2999
10004.08488486250,2999
10004.08488486250,2999
10004.08488486250,2999
10008.979041143100,2999
10460.014098813900,2999
10460.014098813900,2999
10747.337690123600,2999
10853.562568552300,2999
10877.879211573200,2999
10877.879211573200,2999
10877.879211573200,2999
10877.879211573200,2999
10877.879211573200,2999
12198.715791767300,2999
12223.614360255700,2999
12399.881792992100,2999
12510.473277140100,2999
12512.58609704380,2999
12710.101867272400,2999
12710.101867272400,2999
12997.425458582100,2999
13208.240204244300,2999
13418.226896341400,2999
13528.182072312000,2999
13615.742666570000,2999
13615.742666570000,2999
13751.105266447000,2999
18168.4221278779,2999
10853.562568552300,3099
10877.879211573200,3099
11378.830857509800,3099
11662.638191688300,3193
9980.789249601870,3199
10004.08488486250,3199
10877.879211573200,3199
12223.614360255700,3199
10877.879211573200,3250
9980.789249601870,3295
12710.101867272400,3295
9980.789249601870,3299
10004.08488486250,3299
14946.4082266162,3299
11698.346071298200,3395
10004.08488486250,3399
10877.879211573200,3399
11378.830857509800,3399
11926.855544180300,3399
12710.101867272400,3399
10877.879211573200,3495
11378.830857509800,3495
13751.105266447000,3495
10004.08488486250,3499
10669.440975898200,3499
10877.879211573200,3499
10877.879211573200,3499
11378.830857509800,3499
11698.346071298200,3499
11703.615859158800,3499
11926.855544180300,3499
12223.614360255700,3499
12710.101867272400,3499
13220.348652717100,3499
17079.59603151040,3499
10747.337690123600,3500
12997.425458582100,3500
10877.879211573200,3599
10877.879211573200,3599
10877.879211573200,3599
11698.346071298200,3599
11698.346071298200,3599
12223.614360255700,3599
11349.238108077400,3600
10290.688120126500,3699
11378.830857509800,3699
11378.830857509800,3699
11698.346071298200,3699
13208.240204244300,3699
