prediction,price
15558.05856058053,10990
15558.05856058053,10990
19832.157161347663,9890
17946.020553471262,10990
17946.020553471262,10990
17946.020553471262,10990
17946.020553471262,10990
17079.59603151035,10990
24907.677566114566,19932
24770.631901553097,26588
24770.631901553097,17080
24770.631901553097,24545
23776.61603986432,25511
24770.631901553097,28180
24770.631901553097,28623
24770.631901553097,28623
24770.631901553097,18982
24770.631901553097,19546
24770.631901553097,21611
24770.631901553097,18617
24770.631901553097,19546
24770.631901553097,20620
24770.631901553097,26040
24770.631901553097,26040
24770.631901553097,22955
24770.631901553097,19546
24770.631901553097,19854
23719.503587136052,24111
23719.503587136052,17494
23719.503587136052,25511
23719.503587136052,18674
23904.327988938883,24591
19255.930981708796,17300
17079.59603151035,16850
20618.200725486866,18964
18204.60741445839,13929
25395.10225578503,21046
23719.503587136052,15870
23719.503587136052,16755
23719.503587136052,16860
23719.503587136052,16860
23719.503587136052,18335
24907.677566114566,20380
24770.631901553097,24485
24770.631901553097,19711
24770.631901553097,23440
24770.631901553097,19171
24770.631901553097,20380
24770.631901553097,26192
24770.631901553097,25500
24770.631901553097,23440
18212.00757921939,12900
17079.59603151035,6100
15929.426616014814,9000
20528.37503314588,12998
11837.397009788894,5995
24907.677566114566,27630
24907.677566114566,34665
24770.631901553097,19695
24770.631901553097,25116
24770.631901553097,19595
24770.631901553097,20716
24770.631901553097,24831
24770.631901553097,24390
24770.631901553097,25116
24770.631901553097,25325
24770.631901553097,25556
24770.631901553097,25672
24770.631901553097,20695
24770.631901553097,20695
24770.631901553097,22051
24770.631901553097,22051
24770.631901553097,22498
24770.631901553097,23472
24770.631901553097,32470
24770.631901553097,19595
24770.631901553097,28021
24770.631901553097,20695
24770.631901553097,20195
27064.35539000614,18750
27064.35539000614,19450
26509.964515179967,27625
26509.964515179967,21935
27064.35539000614,25129
27064.35539000614,28564
27064.35539000614,24225
27064.35539000614,28072
27064.35539000614,30180
26452.8520624517,27130
27064.35539000614,27525
27064.35539000614,28185
26452.8520624517,22970
26452.8520624517,27130
26452.8520624517,27130
26452.8520624517,23092
26452.8520624517,18926
19166.777057146282,22000
13641.025080669206,10900
24907.677566114566,13890
24907.677566114566,15890
24770.631901553097,15495
24770.631901553097,15190
24770.631901553097,15495
24770.631901553097,17176
23719.503587136052,20312
24907.677566114566,21084
24907.677566114566,21932
24907.677566114566,23045
24907.677566114566,27828
24907.677566114566,28236
24907.677566114566,28463
24907.677566114566,24456
24907.677566114566,24865
23913.661704425784,25140
23913.661704425784,25140
24587.143774473258,22432
24587.143774473258,22432
23776.61603986432,26640
23776.61603986432,16957
23776.61603986432,17221
23776.61603986432,23230
23776.61603986432,25140
23776.61603986432,15927
23776.61603986432,16097
23776.61603986432,16416
23776.61603986432,16953
23776.61603986432,22930
23776.61603986432,22930
23776.61603986432,22930
23776.61603986432,23230
23776.61603986432,23230
23776.61603986432,16416
23776.61603986432,16778
23776.61603986432,17221
23776.61603986432,19936
23776.61603986432,20607
23776.61603986432,20829
23776.61603986432,20829
24770.631901553097,21896
24770.631901553097,21896
24587.143774473258,22432
24587.143774473258,22432
24770.631901553097,22453
24770.631901553097,23040
24770.631901553097,25581
23776.61603986432,15666
24770.631901553097,18318
24770.631901553097,18488
24770.631901553097,18488
23776.61603986432,19957
23776.61603986432,22930
24770.631901553097,26505
24770.631901553097,21896
24770.631901553097,24203
24770.631901553097,18318
24770.631901553097,21817
24530.03132174499,22432
24770.631901553097,24603
24770.631901553097,21896
24770.631901553097,19661
24770.631901553097,21475
24770.631901553097,20290
23719.503587136052,17008
24770.631901553097,25480
24770.631901553097,20140
23549.982216728247,18230
24770.631901553097,20500
24770.631901553097,24884
24770.631901553097,25349
24770.631901553097,29330
24770.631901553097,25200
15299.227428440427,14809
10008.979041143086,7300
10008.979041143086,10900
15271.03763689921,16000
11566.362668273316,11977
11325.942472816823,7950
15662.754812204177,13995
16043.831074539867,11999
15170.374658133782,15900
16693.218736270264,16825
12080.32497377387,15075
11839.904778317377,10900
11811.714986776158,8950
17079.59603151035,12861
16515.862108739577,5997
10877.879211573181,4995
19832.157161347663,19647
17946.020553471262,18073
17079.59603151035,18073
17079.59603151035,17625
17079.59603151035,12249
10877.879211573181,11294
20618.200725486866,18500
19832.157161347663,17998
19832.157161347663,17998
19832.157161347663,17999
19248.530816947798,15995
19248.530816947798,14998
18204.60741445839,17987
18204.60741445839,12998
18114.781722117405,14998
18204.60741445839,17436
18204.60741445839,16857
